AGLOMERADO,CH03,CH04,CH06,CH07,CH08,CH09,CH15,es_estudiante,ESTADO,CAT_OCUP,CAT_INAC,IV1,IV2,IV6,IV8,II8,IX_TOT,V2,V14,EDUC,horastrab,EDAD_2,ITF,ANIO,pobre
25.0,2.0,0,38.0,2.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,17.0,50.0,1444.0,2410.0,2005.0,0
25.0,3.0,0,4.0,5.0,1,2.0,1.0,0,4.0,0.0,5.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,16.0,2410.0,2005.0,0
25.0,1.0,0,50.0,3.0,0,1.0,2.0,0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,5.0,2.0,2.0,7.0,70.0,2500.0,1550.0,2005.0,0
25.0,3.0,1,35.0,5.0,0,1.0,1.0,0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,5.0,2.0,2.0,9.0,48.0,1225.0,1550.0,2005.0,0
25.0,3.0,1,28.0,1.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,5.0,2.0,2.0,10.0,40.0,784.0,1550.0,2005.0,0
25.0,4.0,0,31.0,1.0,0,1.0,3.0,0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,5.0,2.0,2.0,9.0,27.0,961.0,1550.0,2005.0,0
25.0,1.0,0,69.0,4.0,1,1.0,2.0,0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,4761.0,200.0,2005.0,0
25.0,1.0,1,44.0,2.0,1,1.0,2.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,1.0,7.0,30.0,1936.0,769.0,2005.0,1
25.0,2.0,0,35.0,2.0,1,1.0,3.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,1.0,7.0,0.0,1225.0,769.0,2005.0,1
25.0,3.0,0,19.0,5.0,1,1.0,3.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,1.0,4.0,0.0,361.0,769.0,2005.0,1
25.0,3.0,1,13.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,1.0,8.0,0.0,169.0,769.0,2005.0,1
25.0,3.0,1,12.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,1.0,5.0,0.0,144.0,769.0,2005.0,1
25.0,3.0,0,11.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,1.0,5.0,0.0,121.0,769.0,2005.0,1
25.0,1.0,1,30.0,2.0,1,1.0,3.0,0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,9.0,60.0,900.0,1848.0,2005.0,0
25.0,2.0,0,25.0,2.0,1,1.0,3.0,0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,7.0,52.0,625.0,1848.0,2005.0,0
25.0,3.0,0,8.0,5.0,1,2.0,3.0,1,4.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,64.0,1848.0,2005.0,0
25.0,3.0,1,6.0,5.0,1,2.0,1.0,1,4.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,36.0,1848.0,2005.0,0
25.0,1.0,1,53.0,2.0,1,1.0,3.0,0,1.0,1.0,0.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,2.0,10.0,72.0,2809.0,3400.0,2005.0,0
25.0,2.0,0,47.0,2.0,1,1.0,1.0,0,1.0,2.0,0.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,2.0,14.0,60.0,2209.0,3400.0,2005.0,0
25.0,3.0,1,16.0,5.0,1,1.0,1.0,0,1.0,4.0,0.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,2.0,11.0,30.0,256.0,3400.0,2005.0,0
25.0,3.0,1,12.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,2.0,6.0,0.0,144.0,3400.0,2005.0,0
25.0,7.0,0,76.0,4.0,1,1.0,3.0,0,3.0,0.0,1.0,1.0,6.0,1.0,1.0,1.0,5.0,1.0,2.0,12.0,0.0,5776.0,3400.0,2005.0,0
25.0,1.0,1,29.0,1.0,1,1.0,3.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,1.0,9.0,50.0,841.0,1100.0,2005.0,0
25.0,2.0,0,23.0,1.0,1,1.0,3.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,1.0,10.0,0.0,529.0,1100.0,2005.0,0
25.0,6.0,0,53.0,3.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,1.0,11.0,54.0,2809.0,1100.0,2005.0,0
25.0,1.0,0,55.0,4.0,1,1.0,2.0,0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,5.0,1.0,2.0,7.0,0.0,3025.0,888.0,2005.0,0
25.0,3.0,0,27.0,5.0,0,1.0,2.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,5.0,1.0,2.0,8.0,20.0,729.0,888.0,2005.0,0
25.0,3.0,1,26.0,5.0,0,1.0,2.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,5.0,1.0,2.0,5.0,50.0,676.0,888.0,2005.0,0
25.0,5.0,1,4.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,4.0,1.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,16.0,888.0,2005.0,0
25.0,5.0,1,6.0,5.0,0,2.0,1.0,1,4.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,36.0,888.0,2005.0,0
25.0,1.0,1,48.0,2.0,1,1.0,2.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,60.0,2304.0,1820.0,2005.0,0
25.0,2.0,0,54.0,2.0,1,1.0,2.0,0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,7.0,0.0,2916.0,1820.0,2005.0,0
25.0,3.0,1,20.0,5.0,0,1.0,2.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,14.0,0.0,400.0,1820.0,2005.0,0
25.0,3.0,0,20.0,5.0,0,1.0,2.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,2.0,15.0,0.0,400.0,1820.0,2005.0,0
25.0,2.0,0,29.0,2.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,2.0,12.0,0.0,841.0,780.0,2005.0,1
25.0,3.0,0,12.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,2.0,6.0,0.0,144.0,780.0,2005.0,1
25.0,3.0,1,10.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,2.0,4.0,0.0,100.0,780.0,2005.0,1
25.0,3.0,1,5.0,5.0,1,2.0,1.0,0,4.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,2.0,0.0,0.0,25.0,780.0,2005.0,1
25.0,3.0,0,4.0,5.0,1,2.0,1.0,0,4.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0,6.0,2.0,2.0,0.0,0.0,16.0,780.0,2005.0,1
25.0,1.0,1,48.0,2.0,0,1.0,1.0,0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,5.0,25.0,2304.0,430.0,2005.0,0
25.0,3.0,1,20.0,5.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,4.0,53.0,400.0,430.0,2005.0,0
25.0,1.0,0,45.0,5.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,7.0,56.0,2025.0,1675.0,2005.0,0
25.0,3.0,0,22.0,5.0,1,1.0,1.0,0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,14.0,24.0,484.0,1675.0,2005.0,0
25.0,3.0,0,7.0,5.0,1,1.0,1.0,1,4.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,0.0,49.0,1675.0,2005.0,0
25.0,1.0,1,50.0,3.0,0,1.0,2.0,0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,2500.0,700.0,2005.0,0
25.0,1.0,1,38.0,2.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,7.0,2.0,1.0,7.0,48.0,1444.0,1100.0,2005.0,0
25.0,2.0,0,37.0,2.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,7.0,2.0,1.0,10.0,0.0,1369.0,1100.0,2005.0,0
25.0,3.0,0,20.0,5.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,7.0,2.0,1.0,12.0,36.0,400.0,1100.0,2005.0,0
25.0,3.0,1,17.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,7.0,2.0,1.0,11.0,0.0,289.0,1100.0,2005.0,0
25.0,3.0,0,16.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,7.0,2.0,1.0,10.0,0.0,256.0,1100.0,2005.0,0
25.0,3.0,1,15.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,7.0,2.0,1.0,9.0,0.0,225.0,1100.0,2005.0,0
25.0,1.0,1,33.0,2.0,1,1.0,3.0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,10.0,56.0,1089.0,1005.0,2005.0,0
25.0,2.0,0,29.0,2.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,7.0,0.0,841.0,1005.0,2005.0,0
25.0,3.0,0,6.0,5.0,1,1.0,1.0,1,4.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,36.0,1005.0,2005.0,0
25.0,3.0,1,5.0,5.0,1,2.0,1.0,0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,25.0,1005.0,2005.0,0
25.0,1.0,1,44.0,3.0,0,1.0,3.0,0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,12.0,65.0,1936.0,1000.0,2005.0,0
25.0,1.0,0,64.0,4.0,1,1.0,2.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,7.0,30.0,4096.0,720.0,2005.0,0
25.0,3.0,0,28.0,5.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,12.0,0.0,784.0,720.0,2005.0,0
25.0,1.0,1,38.0,1.0,0,1.0,1.0,0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,9.0,70.0,1444.0,600.0,2005.0,1
25.0,2.0,0,28.0,1.0,0,1.0,3.0,0,3.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,0.0,784.0,600.0,2005.0,1
25.0,3.0,1,10.0,5.0,0,1.0,3.0,1,3.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,4.0,0.0,100.0,600.0,2005.0,1
25.0,3.0,0,7.0,5.0,0,1.0,1.0,1,4.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,0.0,49.0,600.0,2005.0,1
25.0,1.0,0,68.0,5.0,1,1.0,1.0,0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,12.0,0.0,4624.0,340.0,2005.0,1
25.0,3.0,0,43.0,5.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,11.0,20.0,1849.0,340.0,2005.0,1
25.0,3.0,0,40.0,5.0,1,2.0,1.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,0.0,1600.0,340.0,2005.0,1
25.0,5.0,1,20.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,13.0,0.0,400.0,340.0,2005.0,1
25.0,5.0,0,13.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,7.0,0.0,169.0,340.0,2005.0,1
25.0,1.0,1,54.0,2.0,1,1.0,2.0,0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,17.0,0.0,2916.0,0.0,2005.0,1
25.0,2.0,0,47.0,2.0,1,1.0,1.0,0,0.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,17.0,0.0,2209.0,0.0,2005.0,1
25.0,3.0,0,15.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,9.0,0.0,225.0,0.0,2005.0,1
25.0,3.0,0,12.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,6.0,0.0,144.0,0.0,2005.0,1
25.0,1.0,0,71.0,3.0,1,1.0,3.0,0,3.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,12.0,0.0,5041.0,825.0,2005.0,0
25.0,5.0,1,21.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,13.0,0.0,441.0,825.0,2005.0,0
25.0,1.0,1,42.0,1.0,0,1.0,4.0,0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,2.0,12.0,60.0,1764.0,800.0,2005.0,1
25.0,2.0,0,41.0,1.0,0,1.0,3.0,0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,2.0,8.0,6.0,1681.0,800.0,2005.0,1
25.0,3.0,1,17.0,5.0,0,1.0,3.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,2.0,11.0,0.0,289.0,800.0,2005.0,1
25.0,3.0,0,14.0,5.0,0,1.0,3.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,2.0,8.0,0.0,196.0,800.0,2005.0,1
25.0,3.0,0,4.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,2.0,0.0,0.0,16.0,800.0,2005.0,1
25.0,1.0,0,46.0,5.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,10.0,25.0,2116.0,914.0,2005.0,0
25.0,3.0,1,13.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,7.0,0.0,169.0,914.0,2005.0,0
25.0,1.0,1,59.0,2.0,1,1.0,4.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,8.0,44.0,3481.0,1030.0,2005.0,0
25.0,2.0,0,41.0,2.0,1,1.0,2.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,7.0,12.0,1681.0,1030.0,2005.0,0
25.0,3.0,1,11.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,6.0,0.0,121.0,1030.0,2005.0,0
25.0,3.0,1,7.0,5.0,1,1.0,1.0,1,4.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,49.0,1030.0,2005.0,0
25.0,1.0,1,27.0,2.0,1,1.0,2.0,0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,14.0,50.0,729.0,1600.0,2005.0,0
25.0,2.0,0,31.0,2.0,1,1.0,3.0,0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,17.0,42.0,961.0,1600.0,2005.0,0
25.0,3.0,1,10.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,5.0,0.0,100.0,2570.0,2005.0,0
25.0,3.0,0,8.0,5.0,1,1.0,1.0,1,4.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,3.0,0.0,64.0,2570.0,2005.0,0
25.0,1.0,1,38.0,3.0,1,1.0,3.0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,13.0,50.0,1444.0,2230.0,2005.0,0
25.0,2.0,0,45.0,2.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,8.0,2.0,2.0,9.0,0.0,2025.0,3745.0,2005.0,0
25.0,3.0,0,26.0,1.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,8.0,2.0,2.0,10.0,20.0,676.0,3745.0,2005.0,0
25.0,3.0,1,23.0,5.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,8.0,2.0,2.0,12.0,40.0,529.0,3745.0,2005.0,0
25.0,3.0,0,18.0,5.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,8.0,2.0,2.0,10.0,0.0,324.0,3745.0,2005.0,0
25.0,5.0,1,10.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,8.0,2.0,2.0,4.0,0.0,100.0,3745.0,2005.0,0
25.0,5.0,1,2.0,5.0,1,2.0,1.0,0,4.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0,8.0,2.0,2.0,0.0,0.0,4.0,3745.0,2005.0,0
25.0,4.0,1,24.0,1.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,8.0,2.0,2.0,9.0,40.0,576.0,3745.0,2005.0,0
25.0,1.0,1,73.0,2.0,1,1.0,2.0,0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,7.0,0.0,5329.0,1700.0,2005.0,0
25.0,2.0,0,64.0,2.0,1,1.0,1.0,0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,4096.0,1700.0,2005.0,0
25.0,3.0,0,45.0,5.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,12.0,56.0,2025.0,1700.0,2005.0,0
25.0,5.0,0,19.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,12.0,0.0,361.0,1700.0,2005.0,0
25.0,7.0,0,90.0,4.0,1,1.0,2.0,0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,2.0,3.0,0.0,8100.0,1700.0,2005.0,0
25.0,2.0,0,38.0,2.0,0,1.0,1.0,0,3.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,6.0,2.0,2.0,9.0,0.0,1444.0,475.0,2005.0,1
25.0,3.0,1,19.0,5.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,6.0,2.0,2.0,10.0,30.0,361.0,475.0,2005.0,1
25.0,3.0,1,15.0,5.0,0,1.0,1.0,0,3.0,0.0,7.0,1.0,2.0,1.0,1.0,0.0,6.0,2.0,2.0,7.0,0.0,225.0,475.0,2005.0,1
25.0,3.0,0,18.0,5.0,0,1.0,1.0,0,3.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,6.0,2.0,2.0,7.0,0.0,324.0,475.0,2005.0,1
25.0,3.0,1,8.0,5.0,0,1.0,1.0,1,4.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,6.0,2.0,2.0,2.0,0.0,64.0,475.0,2005.0,1
25.0,1.0,1,29.0,5.0,1,1.0,3.0,0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,14.0,49.0,841.0,2000.0,2005.0,0
25.0,1.0,1,40.0,2.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,7.0,56.0,1600.0,1240.0,2005.0,1
25.0,2.0,0,40.0,2.0,0,1.0,2.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,7.0,50.0,1600.0,1240.0,2005.0,1
25.0,3.0,0,21.0,5.0,0,1.0,1.0,0,2.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,10.0,0.0,441.0,1240.0,2005.0,1
25.0,3.0,0,19.0,5.0,0,1.0,1.0,0,3.0,0.0,4.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,9.0,0.0,361.0,1240.0,2005.0,1
25.0,3.0,1,18.0,5.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,7.0,12.0,324.0,1240.0,2005.0,1
25.0,3.0,1,18.0,5.0,0,1.0,3.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,7.0,60.0,324.0,1240.0,2005.0,1
25.0,3.0,0,16.0,5.0,0,1.0,1.0,1,3.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,8.0,0.0,256.0,1240.0,2005.0,1
25.0,3.0,0,12.0,5.0,0,1.0,1.0,1,3.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,6.0,0.0,144.0,1240.0,2005.0,1
25.0,5.0,0,2.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,0.0,0.0,4.0,1240.0,2005.0,1
25.0,3.0,1,18.0,5.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,7.0,12.0,324.0,1240.0,2005.0,1
25.0,3.0,1,18.0,5.0,0,1.0,3.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,7.0,60.0,324.0,1240.0,2005.0,1
25.0,1.0,1,37.0,2.0,0,1.0,2.0,0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,7.0,50.0,1369.0,895.0,2005.0,1
25.0,2.0,0,36.0,2.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,9.0,20.0,1296.0,895.0,2005.0,1
25.0,3.0,1,18.0,5.0,0,1.0,1.0,0,2.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,10.0,0.0,324.0,895.0,2005.0,1
25.0,3.0,1,17.0,1.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,6.0,40.0,289.0,895.0,2005.0,1
25.0,3.0,0,14.0,5.0,0,1.0,1.0,1,3.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,7.0,0.0,196.0,895.0,2005.0,1
25.0,3.0,1,12.0,5.0,0,1.0,1.0,1,3.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,6.0,0.0,144.0,895.0,2005.0,1
25.0,3.0,1,9.0,5.0,0,2.0,1.0,1,4.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,2.0,0.0,81.0,895.0,2005.0,1
25.0,3.0,1,7.0,5.0,0,2.0,1.0,1,4.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,2.0,0.0,49.0,895.0,2005.0,1
25.0,3.0,1,4.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,0.0,0.0,16.0,895.0,2005.0,1
25.0,4.0,0,19.0,1.0,0,1.0,1.0,0,3.0,0.0,4.0,1.0,4.0,1.0,1.0,0.0,10.0,2.0,2.0,10.0,0.0,361.0,895.0,2005.0,1
25.0,1.0,0,32.0,5.0,0,1.0,3.0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,11.0,50.0,1024.0,1060.0,2005.0,0
25.0,8.0,1,25.0,5.0,0,1.0,2.0,0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,7.0,0.0,625.0,1060.0,2005.0,0
25.0,8.0,0,22.0,5.0,0,1.0,2.0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,7.0,30.0,484.0,1060.0,2005.0,0
25.0,3.0,0,17.0,5.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,6.0,1.0,1.0,0.0,5.0,2.0,2.0,12.0,0.0,289.0,2177.0,2005.0,0
25.0,1.0,0,22.0,5.0,0,1.0,3.0,0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,12.0,70.0,484.0,350.0,2005.0,0
25.0,3.0,1,37.0,3.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,4.0,2.0,2.0,10.0,30.0,1369.0,3460.0,2005.0,0
25.0,5.0,1,17.0,5.0,1,1.0,1.0,0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0,4.0,2.0,2.0,12.0,30.0,289.0,3460.0,2005.0,0
25.0,5.0,1,19.0,5.0,1,1.0,1.0,0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0,4.0,2.0,2.0,12.0,40.0,361.0,3460.0,2005.0,0
25.0,1.0,1,67.0,2.0,1,1.0,1.0,0,3.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,12.0,0.0,4489.0,2410.0,2005.0,0
25.0,2.0,0,56.0,2.0,1,1.0,3.0,0,3.0,0.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,6.0,0.0,3136.0,2410.0,2005.0,0
25.0,3.0,1,29.0,5.0,1,1.0,3.0,0,1.0,3.0,0.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,12.0,24.0,841.0,2410.0,2005.0,0
25.0,3.0,0,21.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,13.0,0.0,441.0,2410.0,2005.0,0
25.0,1.0,0,23.0,5.0,1,1.0,2.0,1,3.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,16.0,0.0,529.0,500.0,2005.0,1
