AGLOMERADO,CH03,CH04,CH06,CH07,CH08,CH09,CH15,es_estudiante,ESTADO,CAT_OCUP,CAT_INAC,IV1,IV2,IV6,IV8,II8,IX_TOT,V2,V14,EDUC,horastrab,EDAD_2,ITF,ANIO,pobre
29.0,3.0,0,5.0,5.0,1,1.0,1.0,0,4.0,0.0,5.0,1.0,5.0,1.0,1.0,1.0,6.0,2.0,2.0,0.0,0.0,25.0,1250.0,2005.0,0
29.0,3.0,1,3.0,5.0,1,2.0,1.0,0,4.0,0.0,5.0,1.0,5.0,1.0,1.0,1.0,6.0,2.0,2.0,0.0,0.0,9.0,1250.0,2005.0,0
29.0,1.0,1,51.0,2.0,1,1.0,3.0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,10.0,42.0,2601.0,750.0,2005.0,0
29.0,2.0,0,49.0,2.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,12.0,0.0,2401.0,750.0,2005.0,0
29.0,3.0,0,18.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,11.0,0.0,324.0,750.0,2005.0,0
29.0,3.0,0,15.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,4.0,2.0,2.0,10.0,0.0,225.0,750.0,2005.0,0
29.0,1.0,0,48.0,3.0,0,1.0,1.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,2304.0,150.0,2005.0,1
29.0,1.0,1,37.0,1.0,0,1.0,2.0,0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,7.0,0.0,1369.0,150.0,2005.0,1
29.0,2.0,0,29.0,1.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,7.0,20.0,841.0,150.0,2005.0,1
29.0,3.0,1,8.0,5.0,0,1.0,1.0,1,4.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,4.0,0.0,64.0,150.0,2005.0,1
29.0,1.0,1,52.0,2.0,1,1.0,3.0,0,1.0,3.0,0.0,2.0,4.0,1.0,1.0,1.0,7.0,2.0,2.0,17.0,36.0,2704.0,8000.0,2005.0,0
29.0,2.0,0,47.0,2.0,1,1.0,1.0,0,1.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,7.0,2.0,2.0,17.0,25.0,2209.0,8000.0,2005.0,0
29.0,3.0,0,18.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0,7.0,2.0,2.0,13.0,0.0,324.0,8000.0,2005.0,0
29.0,3.0,0,17.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0,7.0,2.0,2.0,11.0,0.0,289.0,8000.0,2005.0,0
29.0,3.0,1,15.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0,7.0,2.0,2.0,10.0,0.0,225.0,8000.0,2005.0,0
29.0,3.0,1,14.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0,7.0,2.0,2.0,8.0,0.0,196.0,8000.0,2005.0,0
29.0,3.0,1,11.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0,7.0,2.0,2.0,5.0,0.0,121.0,8000.0,2005.0,0
29.0,1.0,1,66.0,2.0,1,1.0,2.0,0,3.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,7.0,0.0,4356.0,2184.0,2005.0,0
29.0,2.0,0,66.0,2.0,1,1.0,2.0,0,3.0,0.0,4.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,7.0,0.0,4356.0,2184.0,2005.0,0
29.0,3.0,1,26.0,5.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,14.0,30.0,676.0,2184.0,2005.0,0
29.0,3.0,0,26.0,5.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,12.0,48.0,676.0,2184.0,2005.0,0
29.0,3.0,0,23.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,2.0,14.0,0.0,529.0,2184.0,2005.0,0
29.0,1.0,1,26.0,5.0,1,1.0,3.0,1,3.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,16.0,0.0,676.0,350.0,2005.0,1
29.0,8.0,0,20.0,5.0,0,1.0,3.0,1,3.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,12.0,0.0,400.0,350.0,2005.0,1
29.0,1.0,0,47.0,3.0,1,1.0,2.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,14.0,43.0,2209.0,850.0,2005.0,0
29.0,3.0,1,22.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,14.0,0.0,484.0,850.0,2005.0,0
29.0,3.0,1,18.0,5.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,2.0,2.0,10.0,26.0,324.0,850.0,2005.0,0
29.0,1.0,1,47.0,2.0,0,1.0,3.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,17.0,24.0,2209.0,1200.0,2005.0,0
29.0,2.0,0,44.0,2.0,0,1.0,3.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,10.0,0.0,1936.0,1200.0,2005.0,0
29.0,3.0,0,25.0,5.0,0,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,16.0,0.0,625.0,1200.0,2005.0,0
29.0,3.0,0,19.0,5.0,0,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,13.0,0.0,361.0,1200.0,2005.0,0
29.0,3.0,1,5.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,0.0,0.0,25.0,1200.0,2005.0,0
29.0,1.0,0,31.0,3.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,7.0,1.0,961.0,93.0,2005.0,1
29.0,3.0,1,8.0,5.0,0,1.0,1.0,1,4.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,1.0,0.0,64.0,93.0,2005.0,1
29.0,3.0,0,6.0,5.0,0,1.0,1.0,1,4.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,1.0,0.0,36.0,93.0,2005.0,1
29.0,3.0,1,2.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,2.0,2.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,93.0,2005.0,1
29.0,1.0,0,58.0,4.0,1,1.0,1.0,0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,14.0,0.0,3364.0,1600.0,2005.0,0
29.0,3.0,0,30.0,5.0,1,1.0,1.0,0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,14.0,0.0,900.0,1600.0,2005.0,0
29.0,3.0,1,23.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,14.0,0.0,529.0,1600.0,2005.0,0
29.0,1.0,1,24.0,1.0,0,1.0,1.0,0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,7.0,72.0,576.0,470.0,2005.0,0
29.0,2.0,0,19.0,1.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,7.0,12.0,361.0,470.0,2005.0,0
29.0,3.0,1,1.0,5.0,0,3.0,1.0,0,4.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,470.0,2005.0,0
29.0,1.0,1,52.0,1.0,0,1.0,1.0,0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,8.0,2.0,2.0,11.0,60.0,2704.0,1000.0,2005.0,1
29.0,2.0,0,53.0,1.0,0,1.0,1.0,0,3.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,8.0,2.0,2.0,7.0,0.0,2809.0,1000.0,2005.0,1
29.0,3.0,0,26.0,5.0,1,1.0,1.0,0,3.0,0.0,7.0,1.0,2.0,2.0,1.0,0.0,8.0,2.0,2.0,8.0,0.0,676.0,1000.0,2005.0,1
29.0,3.0,1,24.0,1.0,0,1.0,1.0,0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,8.0,2.0,2.0,7.0,0.0,576.0,1000.0,2005.0,1
29.0,3.0,1,18.0,5.0,0,1.0,1.0,0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,8.0,2.0,2.0,8.0,0.0,324.0,1000.0,2005.0,1
29.0,3.0,0,14.0,5.0,0,1.0,1.0,1,3.0,0.0,3.0,1.0,2.0,2.0,1.0,0.0,8.0,2.0,2.0,7.0,0.0,196.0,1000.0,2005.0,1
29.0,4.0,0,21.0,1.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,8.0,2.0,2.0,7.0,56.0,441.0,1000.0,2005.0,1
29.0,1.0,1,53.0,3.0,1,1.0,1.0,0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,7.0,0.0,2809.0,800.0,2005.0,0
29.0,1.0,0,68.0,3.0,0,1.0,1.0,0,3.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,7.0,0.0,4624.0,100.0,2005.0,1
29.0,1.0,1,51.0,2.0,1,1.0,2.0,0,1.0,2.0,0.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,15.0,16.0,2601.0,2840.0,2005.0,0
29.0,2.0,0,46.0,2.0,1,1.0,1.0,0,2.0,2.0,0.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,12.0,0.0,2116.0,2840.0,2005.0,0
29.0,3.0,1,25.0,2.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,13.0,60.0,625.0,2840.0,2005.0,0
29.0,3.0,0,22.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,16.0,0.0,484.0,2840.0,2005.0,0
29.0,3.0,1,20.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,15.0,0.0,400.0,2840.0,2005.0,0
29.0,4.0,0,25.0,2.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,2.0,14.0,0.0,625.0,2840.0,2005.0,0
29.0,1.0,0,65.0,4.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,17.0,30.0,4225.0,1300.0,2005.0,0
29.0,3.0,1,26.0,5.0,1,1.0,2.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,14.0,0.0,676.0,1300.0,2005.0,0
29.0,1.0,1,56.0,5.0,1,1.0,2.0,0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,0.0,3136.0,3960.0,2005.0,0
29.0,8.0,0,61.0,5.0,1,1.0,2.0,0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,0.0,3721.0,3960.0,2005.0,0
29.0,1.0,1,62.0,2.0,0,1.0,1.0,0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,12.0,0.0,3844.0,150.0,2005.0,1
29.0,2.0,0,57.0,2.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,12.0,40.0,3249.0,150.0,2005.0,1
29.0,3.0,1,22.0,5.0,0,1.0,1.0,0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,12.0,0.0,484.0,150.0,2005.0,1
29.0,3.0,1,19.0,5.0,0,1.0,1.0,1,3.0,0.0,3.0,1.0,3.0,1.0,1.0,0.0,4.0,2.0,2.0,12.0,0.0,361.0,150.0,2005.0,1
29.0,1.0,1,34.0,2.0,0,1.0,1.0,0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,12.0,12.0,1156.0,170.0,2005.0,1
29.0,2.0,0,30.0,2.0,0,1.0,1.0,0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,12.0,0.0,900.0,170.0,2005.0,1
29.0,3.0,1,6.0,5.0,0,1.0,1.0,1,4.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,36.0,170.0,2005.0,1
29.0,3.0,1,2.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,4.0,170.0,2005.0,1
29.0,1.0,0,72.0,4.0,0,1.0,1.0,0,3.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,5184.0,120.0,2005.0,1
29.0,5.0,1,11.0,5.0,0,1.0,3.0,1,3.0,0.0,3.0,1.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,121.0,120.0,2005.0,1
29.0,1.0,1,46.0,2.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,7.0,48.0,2116.0,2250.0,2005.0,0
29.0,3.0,0,11.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,5.0,0.0,121.0,2250.0,2005.0,0
29.0,3.0,0,14.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,2.0,7.0,0.0,196.0,2250.0,2005.0,0
29.0,1.0,1,62.0,2.0,1,1.0,2.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,1.0,4.0,25.0,3844.0,850.0,2005.0,0
29.0,3.0,1,27.0,5.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,1.0,7.0,12.0,729.0,850.0,2005.0,0
29.0,3.0,0,26.0,5.0,0,1.0,1.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,1.0,8.0,0.0,676.0,850.0,2005.0,0
29.0,5.0,0,1.0,5.0,0,3.0,1.0,0,4.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,1.0,850.0,2005.0,0
29.0,1.0,1,54.0,2.0,1,1.0,2.0,0,2.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,7.0,0.0,2916.0,100.0,2005.0,1
29.0,2.0,0,54.0,2.0,1,1.0,2.0,0,3.0,0.0,4.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,7.0,0.0,2916.0,100.0,2005.0,1
29.0,1.0,1,33.0,1.0,0,1.0,1.0,0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,7.0,42.0,1089.0,1220.0,2005.0,0
29.0,2.0,0,27.0,1.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,7.0,12.0,729.0,1220.0,2005.0,0
29.0,3.0,1,8.0,5.0,0,1.0,1.0,1,4.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,64.0,1220.0,2005.0,0
29.0,3.0,0,6.0,5.0,0,2.0,1.0,1,4.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,36.0,1220.0,2005.0,0
29.0,1.0,0,25.0,5.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,9.0,38.0,625.0,50.0,2005.0,1
29.0,3.0,1,7.0,5.0,0,1.0,1.0,1,4.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,0.0,49.0,50.0,2005.0,1
29.0,3.0,0,7.0,5.0,0,2.0,1.0,1,4.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,49.0,50.0,2005.0,1
29.0,1.0,1,67.0,2.0,1,1.0,2.0,0,3.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,7.0,0.0,4489.0,920.0,2005.0,0
29.0,2.0,0,63.0,2.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,7.0,0.0,3969.0,920.0,2005.0,0
29.0,3.0,0,26.0,2.0,0,1.0,1.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,7.0,0.0,676.0,920.0,2005.0,0
29.0,4.0,1,32.0,2.0,0,1.0,3.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,7.0,54.0,1024.0,920.0,2005.0,0
29.0,5.0,0,4.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,0.0,0.0,16.0,920.0,2005.0,0
29.0,1.0,1,32.0,3.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,17.0,55.0,1024.0,3200.0,2005.0,0
29.0,1.0,0,27.0,3.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,2.0,7.0,8.0,729.0,280.0,2005.0,1
29.0,3.0,0,8.0,5.0,0,1.0,1.0,1,4.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,0.0,64.0,280.0,2005.0,1
29.0,3.0,0,6.0,5.0,0,1.0,1.0,1,4.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,2.0,1.0,0.0,36.0,280.0,2005.0,1
29.0,3.0,1,3.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,1.0,2.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,9.0,280.0,2005.0,1
29.0,3.0,0,5.0,5.0,1,2.0,1.0,0,4.0,0.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,25.0,990.0,2005.0,0
29.0,1.0,1,57.0,4.0,0,1.0,2.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,7.0,72.0,3249.0,340.0,2005.0,1
29.0,3.0,0,18.0,5.0,0,1.0,2.0,0,1.0,3.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,7.0,14.0,324.0,340.0,2005.0,1
29.0,1.0,1,69.0,3.0,0,1.0,1.0,0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,7.0,0.0,4761.0,200.0,2005.0,1
29.0,3.0,0,22.0,3.0,0,1.0,1.0,0,2.0,3.0,0.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,7.0,0.0,484.0,200.0,2005.0,1
29.0,5.0,0,4.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,16.0,200.0,2005.0,1
29.0,5.0,1,2.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,4.0,2.0,2.0,0.0,0.0,4.0,200.0,2005.0,1
29.0,1.0,1,67.0,2.0,1,1.0,1.0,0,1.0,2.0,0.0,1.0,9.0,1.0,1.0,0.0,9.0,2.0,2.0,7.0,36.0,4489.0,1800.0,2005.0,0
29.0,2.0,0,65.0,2.0,1,1.0,1.0,0,1.0,2.0,0.0,1.0,9.0,1.0,1.0,0.0,9.0,2.0,2.0,7.0,36.0,4225.0,1800.0,2005.0,0
29.0,3.0,1,32.0,2.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,9.0,1.0,1.0,0.0,9.0,2.0,2.0,15.0,54.0,1024.0,1800.0,2005.0,0
29.0,4.0,0,37.0,2.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,9.0,1.0,1.0,0.0,9.0,2.0,2.0,14.0,20.0,1369.0,1800.0,2005.0,0
29.0,5.0,0,9.0,5.0,1,1.0,1.0,1,4.0,0.0,3.0,1.0,9.0,1.0,1.0,0.0,9.0,2.0,2.0,3.0,0.0,81.0,1800.0,2005.0,0
29.0,5.0,1,7.0,5.0,1,1.0,1.0,1,4.0,0.0,3.0,1.0,9.0,1.0,1.0,0.0,9.0,2.0,2.0,2.0,0.0,49.0,1800.0,2005.0,0
29.0,5.0,0,6.0,5.0,1,2.0,1.0,1,4.0,0.0,3.0,1.0,9.0,1.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,36.0,1800.0,2005.0,0
29.0,5.0,1,2.0,5.0,1,2.0,1.0,0,4.0,0.0,5.0,1.0,9.0,1.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,4.0,1800.0,2005.0,0
29.0,5.0,0,1.0,5.0,1,3.0,1.0,0,4.0,0.0,5.0,1.0,9.0,1.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,1.0,1800.0,2005.0,0
29.0,1.0,1,58.0,1.0,0,1.0,2.0,0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,5.0,60.0,3364.0,0.0,2005.0,1
29.0,2.0,0,58.0,1.0,0,1.0,3.0,0,3.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,3364.0,0.0,2005.0,1
29.0,1.0,1,63.0,2.0,1,1.0,1.0,0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,7.0,77.0,3969.0,1150.0,2005.0,0
29.0,2.0,0,53.0,2.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,12.0,0.0,2809.0,1150.0,2005.0,0
29.0,3.0,0,24.0,5.0,1,1.0,1.0,0,2.0,3.0,0.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,16.0,0.0,576.0,1150.0,2005.0,0
29.0,3.0,1,22.0,5.0,1,1.0,1.0,0,2.0,2.0,0.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,14.0,0.0,484.0,1150.0,2005.0,0
29.0,1.0,1,47.0,2.0,1,1.0,1.0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,3.0,10.0,2209.0,814.0,2005.0,1
29.0,2.0,0,47.0,2.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,7.0,0.0,2209.0,814.0,2005.0,1
29.0,3.0,0,19.0,5.0,1,1.0,1.0,0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,12.0,0.0,361.0,814.0,2005.0,1
29.0,3.0,1,15.0,5.0,1,1.0,1.0,1,3.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,9.0,0.0,225.0,814.0,2005.0,1
29.0,3.0,1,9.0,5.0,1,1.0,1.0,1,4.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,3.0,0.0,81.0,814.0,2005.0,1
29.0,7.0,0,68.0,4.0,1,1.0,1.0,0,3.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,7.0,0.0,4624.0,814.0,2005.0,1
29.0,1.0,0,45.0,5.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,7.0,20.0,2025.0,585.0,2005.0,1
29.0,3.0,1,20.0,1.0,0,1.0,1.0,0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,7.0,36.0,400.0,585.0,2005.0,1
29.0,3.0,0,18.0,5.0,0,1.0,1.0,0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,7.0,0.0,324.0,585.0,2005.0,1
29.0,3.0,0,16.0,5.0,0,1.0,1.0,0,3.0,0.0,7.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,6.0,0.0,256.0,585.0,2005.0,1
29.0,3.0,0,14.0,5.0,0,1.0,1.0,0,3.0,0.0,7.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,4.0,0.0,196.0,585.0,2005.0,1
29.0,4.0,0,22.0,1.0,0,1.0,1.0,0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,7.0,8.0,484.0,585.0,2005.0,1
29.0,3.0,0,3.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,0.0,0.0,9.0,585.0,2005.0,1
29.0,3.0,0,2.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,0.0,0.0,4.0,585.0,2005.0,1
29.0,3.0,0,2.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,0.0,0.0,4.0,585.0,2005.0,1
29.0,3.0,0,2.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,0.0,0.0,4.0,585.0,2005.0,1
29.0,3.0,0,2.0,5.0,0,2.0,1.0,0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,0.0,0.0,4.0,585.0,2005.0,1
29.0,3.0,1,1.0,5.0,0,3.0,1.0,0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,0.0,0.0,1.0,585.0,2005.0,1
29.0,3.0,1,1.0,5.0,0,3.0,1.0,0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,0.0,0.0,1.0,585.0,2005.0,1
29.0,3.0,1,1.0,5.0,0,3.0,1.0,0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,0.0,0.0,1.0,585.0,2005.0,1
29.0,3.0,1,1.0,5.0,0,3.0,1.0,0,4.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,11.0,2.0,1.0,0.0,0.0,1.0,585.0,2005.0,1
29.0,1.0,1,50.0,2.0,0,1.0,1.0,0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,7.0,50.0,2500.0,800.0,2005.0,1
